作者,讚數,時間,連結,貼文內容
Alice Mai,0,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862568137591895,#高雄 #旗山 #農村體驗 #食農教育 #兩天一夜兩天一夜，來去旗山住一晚，體驗香蕉STYLE 5/11（六）到5/12（日），騎上鐵馬一起到自然農法蕉園種香蕉、採香蕉一起品嘗獨家美味地方香蕉特色料理一起深入庄頭聚落，了解蕉城的歷史與文化一起走訪傳統老店，體驗手工職人精神一起 在三合院前製作敲拓染小物，把回憶帶在身邊《活動行程表》【DAY 1】  　　13:00   旗山南站集合  　　13:30   相見歡  　　14:00   溪洲香蕉庄頭探索-  　　18:30   香蕉風味餐 (香蕉咖哩豬排、香蕉湯、香蕉甜點、飲料)  　　20:00   香蕉植物拓染製作，文創筆記本、文創小方巾。  　　21:00   夜宿三合院民宿(四人套房)【DAY 2】  　　7:00    早餐  　　8:00    來去種香蕉-體驗蕉農STYLE  　　10:00   清涼一夏  　　11:00   收房集合  　　11:30   旗山菜好食(仙翁養身園小火鍋)  　　13:00   聽說旗山  　　14:30   旗山老街老店懷舊體驗(手切冰、米粉店、打鐵店、醬油店、童玩店)  　　16:30   自由逛老街伴手禮採買 　　 17:00   分享與回饋  　　17:40   旗山南站解散《費用資訊與說明》本遊程接受教育部青年署補助一般報名者：$2500元/人15至35歲青年朋友：享報名優惠$2000元/人包含： 體驗自然農法香蕉農事 認識香蕉一生的環境及生長變化 品嘗台青蕉自然農法栽種香蕉及不同品種香蕉 香蕉敲拓染材料 感受旗山香蕉農事及農具文化 享用特色香蕉風味餐 一泊三食住宿及餐費 活動保險1.住宿為三合院老宅改建，為本次體驗行程之一，民宿乾淨且舒適，唯獨夜間昆蟲較多，附近沒有喧囂市集。2.由於活動安排多以戶外活動為主，但若逢梅雨季節，部分活動會採室內體驗或影片、幻燈片介紹方式來辦理。3.本活動需要騎乘腳踏車走訪，要會騎腳踏車喔。活動詳細資訊：https://reurl.cc/z1bKMN活動報名表單：https://reurl.cc/70ybpN#台青蕉香蕉小旅行#兩天一夜#青年壯遊#食農教育#農村體驗
水岸森林物語動物園區,1,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862369037611805,宇宙最強好吃，好玩套裝快來喔，沒法前來，也請幫忙分享起來，我們的用心經營希望你們點點讚才行，一個讚對我們所有成員是一種鼓勵若有違規社團規則，請告知會立即下線，謝謝你們
謝露西,3,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862177154297660,法國·巴黎·杜樂麗花園位在巴黎的正核心，占地 28 公頃是由王后凱薩琳·德·美第奇於1564年時為了興建杜樂麗宮所設計的在凡爾賽宮興建完成之前，是是皇帝舉辦宴會的地方~
跟著領隊玩,4,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862324170949625,第一次睡獨立筒的枕頭，沒想到出乎意料的舒服，初次看到看到壓縮成一小筒，打開後膨脹成一大顆，摸起來相當舒服，因為有獨立筒的舒適支撐，還有Ａ級中空彈力纖維，讓頸部有舒適的支撐，不管是正躺還是側睡都OK，夏天睡起來也不會悶熱，而且還是MIT台灣製造，讓Sky用的相當安心！～～～～～*石磨稀Ｘ排汗布料*66科防鏽鍍鋅獨立筒*木材提煉的天絲棉填充～～～～～石墨烯舒眠枕團購優惠中！！！團購網：https://shop.gpbuy.com.tw/shop/gpbuy-SHUMIAN-leader
愛樂,8,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862295017619207,"藝術迷們，把握這周末到 台北世貿一館看展喔~【2024 A.R.T.台北新藝術博覽會】48國參展、339位藝術家，展出3,000多件頂尖作品貴賓預展：2024年4月25日　18:00~ 21:00（限VIP貴賓）公眾展覽：2024年4月26日～4月28日　11:00~ 19:00展覽地點：台北世貿一館（台北市信義路五段五號）主辦單位：社團法人台灣國際當代藝術家協會Accupass購票：https://reurl.cc/nrdR6X詳情請參閱台北新藝術博覽會官網：https://www.arts.org.tw/#ART #artfair #taipei #taiwan#台北新藝術博覽會#藝術 #藝博會 #台北 #臺灣"
跟著領隊玩,6,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862258957622813,工廠直營桃園工廠直營高CP值床墊、寢具和窗簾，有獨立筒、蜂巢式和加強邊框床墊，還有18元枕頭、69元床包、買一送一床包組、1980元彈簧床，很適合房東來撿便宜喔！全文閱讀：https://taiwantour.info/deep-sleep-bed/～～～～深睡眠床墊||店家資訊地址：330桃園市桃園區莊敬路二段448-1號電話：033020330營業時間：10:00–20:00
Cherry Huang Cherry,2,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862216220960420,#限團優惠~報名付訂第二人減2000元高雄出發馬來西亞峇迪航空暑假限定～玩翻雙樂園５日-樂高樂園ｘ環球影城(贈網卡) 出發日期7月3.178月7售價：38900元起 /位不含每位小費300元/天行程連結https://tour.lifetour.com.tw/detail/NGOK5OD24005......暑假限定～玩翻雙樂園６日-樂高樂園ｘ環球影城(贈網卡) 出發日期7月5.12.21.26.28 8月2.4.9.16.18售價：39900元起 /位不含每位小費300元/天行程連結https://tour.lifetour.com.tw/detail/NGOK6OD24006......報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
享受生活不無聊。規小孫,2,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862211564294219,台灣在地美食！母親節必吃蛋糕推薦，一次擁有 5 款口味的派點套餐好豐富，還有好可愛的的熊愛媽咪呦～➤ enlifesun.com/rosepie-mom
大马阿豪在南法,0,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862243490957693, 南法小城（La Ciotat） 距離馬賽35公里，卡西13公里 高山、大海、酒店、餐廳，應有盡有 曾是造船中心，如此是維修遊艇中心
張小冉,9,2024-04-17,https://www.facebook.com/groups/traveler168/posts/1857260864789289,泡湯+美食，繁忙之餘的小確幸
李育青,0,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862213967627312,#高雄出發虎航直飛峴港中越古都日~順化古都.迦南島.會安古鎮.巴拿山(無購物) 世界文化遺產~會安古鎮漫遊迦南島～桶船生態之旅五行山(電梯上山)順化古都(世界文化遺產)巴拿山法國山城(搭乘世界最長纜車來回)出發日期6月 ~ 10月 超值價$23599元起/位行程連結https://tour.lifetour.com.tw/detail/DAD05IT24-01......報名請洽 #五福旅遊 李育青聯繫電話 0989779871Line帳號 https://tinyurl.com/25mgcfyf
曾瀞葳,1,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862198047628904,#桃園中壢景點 #大江購物中心秒變哈比人巨無霸刨冰機中壢現身超多打卡美拍秘境美味異國美食、甜點2024時尚獨家店櫃新登場免費停車嗨玩整天母親節就來桃園中壢大江購物中心！一站式滿足聚餐、購物、休閒、美拍！2024最新春夏裝置藝術和超夯新開幕、獨家店櫃精彩開箱，快來看看桃園逛街首選最佳去處，不只好買、好吃，還很好拍！桃園中壢最好逛的人氣熱門新據點「大江購物中心」匯聚桃園青埔美食最齊全、春夏室內打卡秘境和地標，還有免費停車！母親節檔期贈送、推薦商品、主題特賣、母親節餐廳優惠，好康享不完！刷聯名卡還可享12%回饋。大江購物中心推出全新年輕人POP UP專刊，打造春夏穿搭最前線，時尚穿搭造型直接幫你配到好！吃貨別錯過#大江購物中心美食推薦│義式主題餐廳【#MONINO手工義大利麵工場】誰說中壢是美食沙漠！「大江購物中心」引進多家經典餐廳、各國特色美食、甜點和形色小吃，極具特色的「桃園獨家餐廳群」成為桃園青埔美食地圖首選指標，堪稱「桃園中壢美食綠洲」聚集最多美食餐廳，成為老饕、吃貨桃園聚餐、中壢美食推薦好去處！大江購物中心還提供全年免費停車，好逛、好買、好吃又好拍，成為桃園中壢人氣新據點，無數遊客規劃桃園青埔一日遊的絕佳休憩景點。2024母親節聚餐慶祝，來大江不但可以品嘗美食大飽口福，還可以帶媽媽逛街購物，美到心花朵朵開！MONINO主打全台第一間「以石臼現磨鮮麥」手工自製義大利麵，以全義大利風味、全天然食材、現做的手工義大利麵，以及前菜、沙拉、湯品、手工窯烤餅皮披薩、義式家常菜、甜點等品項豐富的美味餐飲選擇，甜點除了經典的提拉米蘇外，還有因電影《教父》紅遍全球的西西里殺手捲「卡諾里卷」（cannoli）呢！「MONINO手工義大利麵工場」堅持美味好品質從鮮麥開始，以 #義大利石臼現場研磨，講究 #下鍋一分嫩、#一麵一醬 烹調義式美味MONINO的手工創意麵型也太吸睛啦！餐廳櫥窗掛滿繽紛七彩的手工義大利麵，取色天然食材，多達15款造型的手工麵，像是：菠菜千層麵、貝殼麵、枕頭型麵餃、花朵麵……不但造型趣味多變高顏值，還具有吸附醬汁的功能唷！我覺得最特別的「#花朵麵」，外型宛若一朵朵盛開的花朵，獨特的麵型能沾附更多的醬汁，根本讓人少女心爆發啊！#大江購物中心美拍推薦│2024春夏裝置藝術開箱 ＷＯＷ～好大一台華麗剉冰機！宛若置身小人國、愛麗絲夢遊ing……桃園打卡聖地「大江購物中心」又推出最新的超級美拍打卡熱點～【2024春夏裝置藝術】啦！今年大江購物中心最新春夏裝置藝術SUPER童趣繽紛登場！強打的主題為【BINGO!幸運冰果城】以許多人的兒時記趣「賓果遊戲」結合夏日必備的消暑極品「夏日水果冰」～「賓果」＋「冰果」滿滿的回憶殺！適合闔家老少大小一起來互動體驗，童趣萬歲！打造如童話世界般的Ｑ萌體驗型的情境場景和6大互動點，不但超好美拍，還可以讓大小朋友進一步開心互動、玩遊戲！#大江購物中心購物推薦│新開幕、獨家店櫃、特賣預告、打卡景點好買、好吃、好拍、好逛的「大江購物中心」提供豐富便利的一站式購物體驗，成為人氣桃園青埔一日遊、中壢購物推薦、桃園打卡景點！躍登青埔生活圈必遊熱點，2024母親節除了帶媽媽來享用母親節大餐，還可以帶心愛ㄟ媽媽來挑選母親節禮物、珠寶、時尚服飾等好物！2024母親節檔期適逢大江購物中心13家新開幕、獨家店櫃進駐，大江購物中心新推出的【POP UP專刊】提供各種特賣活動預告，還精心規劃春夏穿搭最前線，時尚穿搭造型直接幫你配到好！快來看看大江購物中心推出那些新櫃品牌、特色和推薦商品！！！#桃園打卡聖地 #一站式購物體驗 #桃園打卡景點 #中壢購物推薦 #桃園青埔一日遊 #桃園最新景點 #桃園親子景點 #2024母親節 #青埔生活圈 #春夏裝置藝術 #IG打卡景點 #母親節餐廳推薦 #2024母親節活動推薦 #2024母親節餐廳推薦 #大江國際購物中心 #大江購物中心 #中壢大江購物中心 #環遊世界366天 #水靜葳環遊世界366天
跟著領隊玩,12,2024-04-25,https://www.facebook.com/groups/traveler168/posts/1862008174314558,Google高達4.7顆星！老闆不講武德！那有人牛肉和牛筋大到把麵都蓋住，老婆說這間湯頭和肉都好吃，回家要先寫，這樣自己搜尋部落格就找的到，Google高達4.7顆星！全文閱讀：https://taiwantour.info/peninsula-beef/
跟著領隊玩,2,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862164447632264,工廠直營桃園工廠直營高CP值床墊、寢具和窗簾，有獨立筒、蜂巢式和加強邊框床墊，還有18元枕頭、69元床包、買一送一床包組、1980元彈簧床，很適合房東來撿便宜喔！全文閱讀：https://taiwantour.info/deep-sleep-bed/
廚房有雞花雕雞-中華總店,0,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862151757633533,台南廚房有雞餐廳#廚房有雞中華總店：電話：(06)288-2656#台南市東區中華東路三段300號廚房有雞非特約停車場長榮第二停車場地址 :台南市中華東路三段391號(陸橋下左手邊)用餐結帳持停車卡可折抵60元https://maps.app.goo.gl/9SGMTGzQqF11RrPWA步行約 5 分鐘，開車 2 分鐘，距離約 400公尺#廚房有雞北安旗艦店一館：電話：(06)283-2929#台南市北區北安路一段161號 #廚房有雞北安旗艦店A2館 :電話：(06)283-2929#台南市北區育成路106號2樓 「專用停車場斜對面2樓」專用停車場：https://maps.app.goo.gl/p7Np2SVuCd4uArk88?g_st=ic營業時間：中午11:00-14:30 / 晚上17:00-22:00
劉馨瑜,0,2024-04-26,https://www.facebook.com/groups/traveler168/posts/1862136334301742,"暑假7月基隆港出發－最後４個航次歌詩達郵輪莎倫娜號7月登船最後機會報名從速7/28.31沖繩、石垣島 4天7/21石垣島、沖繩 5天7/16鹿兒島、福岡 6天◩第三人只要4,900元起◪享受親子最歡樂暑假展開全家人的海上假期刺激水樂園、豪華大廳、精彩表演、豐富活動、美食饗宴全都等你來體驗非常適合一家大小外出旅遊而且沒有行李公斤數的限制喔！日韓旅遊～買好買滿  戰利品滿滿帶回家還沒去過～想去的朋友快來報名～好評熱賣中私訊有甜甜價唷★莎倫娜號日韓郵輪電子書https://reurl.cc/edq7YQ行程報名諮詢雙向旅行社 (交觀綜2124號 │ 品保北644號)業務專員：劉馨瑜Abby聯絡電話：0921211048★麻煩點擊以下連結詢問詳情https://bit.ly/報名諮詢聯絡Abby加好友點這裡均按照觀光局定型化契約，安全有保障"
跟著領隊玩,9,2024-04-25,https://www.facebook.com/groups/traveler168/posts/1862112467637462,超美的海水藍全世界最早發現珊瑚產卵的地方，竟然就在台灣，而且這裡的海水超乾淨，很適合浮潛、SUP、獨木舟和潛水，重點是免費還有提供廁所和更衣室！全文閱讀：https://taiwantour.info/tofu-cape/
張博淵,1,2024-04-25,https://www.facebook.com/groups/traveler168/posts/1862128407635868,日本出清團 東北、北海道、立山雪牆、關西、京阪神環球、四國請私訊我給您甜甜價~旅遊家旅行社 張喻淵手機:0908230697LINE ID: someding 好友連結↓https://line.me/ti/p/pzjjVvAgLr歡迎索取行程，其他旅遊地區也可以詢問謝謝管理員審核
張志明-Shimei,2,2024-04-25,https://www.facebook.com/groups/traveler168/posts/1862061414309234,"中越+北越一次玩全程無自理餐：全程無購物 綺麗越南-戀上中北越8日 NT.$36,588元 起/人(含稅)首推出發日   05/14(僅剩2位), 05/26(僅剩6位), 6/9(熱情募集中)搭華航來去合適全家遊覽多元風情的中北越––––––––贈送––––––––中越◆獨家最新奧黛秀◆越式Spa按摩60分鐘–––––––––––––––––––––––––入住一晚五星傳奇酒店暢遊二大世界文化遺產+ 世界七大奇景;世界自然遺產順化皇城+水香村+越南薄儀宮殿-安定宮會安古城+夜遊秋盆河遊船+放水燈迦南島水上咖啡杯+趣釣螃蟹樂巴拿山法式城堡+黃金佛手橋世界七大奇景：下龍灣-皇后號日遊船獨家精心安排:SPA按摩60分精心安排寧平五星飯店住宿精心安排：夜遊寧平小會安獨家安排：網紅甜點珍珠酸奶––––––––––––––––––––––––––現代國際旅行社 （迷戀旅遊）交觀甲6913 北品保1617業務專員：張志明(Shimei)電話：02-2571-3550 分機23更多資訊，請搜尋LINE ID : shimei22"
